collection_timestamp,timezone,weather_category,product_type,price,currency,seller_feedback_percentage,seller_feedback_score,item_location,seller_location,shipping_cost,free_shipping,condition,buying_options,title_length,item_id,marketplace_id
2025-09-30T06:04:21.082806-04:00,EDT,rain_products,umbrella,24.54,USD,99.0,203,"{'postalCode': '331**', 'country': 'US'}",Unknown,0.0,True,New,FIXED_PRICE,49,v1|146801513876|0,EBAY_US
2025-09-30T06:04:21.082806-04:00,EDT,rain_products,umbrella,37.88,USD,99.5,49324,"{'postalCode': '111**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,65,v1|325794728690|0,EBAY_US
2025-09-30T06:04:21.082806-04:00,EDT,rain_products,umbrella,35.88,USD,99.5,49324,"{'postalCode': '111**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,72,v1|325794708670|0,EBAY_US
2025-09-30T06:04:21.082806-04:00,EDT,rain_products,umbrella,19.99,USD,100.0,2368,"{'postalCode': '113**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,54,v1|205706824809|0,EBAY_US
2025-09-30T06:04:21.082806-04:00,EDT,rain_products,umbrella,9.35,USD,100.0,2368,"{'postalCode': '113**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,80,v1|196457745180|0,EBAY_US
2025-09-30T06:04:21.083826-04:00,EDT,rain_products,umbrella,17.88,USD,100.0,2368,"{'postalCode': '113**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,80,v1|197276914295|0,EBAY_US
2025-09-30T06:04:21.083826-04:00,EDT,rain_products,umbrella,18.5,USD,100.0,2368,"{'postalCode': '113**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,74,v1|203142293024|503497570936,EBAY_US
2025-09-30T06:04:21.083826-04:00,EDT,rain_products,umbrella,19.99,USD,100.0,253,"{'postalCode': '112**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,76,v1|285197335502|0,EBAY_US
2025-09-30T06:04:21.083826-04:00,EDT,rain_products,umbrella,27.99,USD,99.0,7861,"{'postalCode': '191**', 'country': 'US'}",Unknown,0.0,True,New,FIXED_PRICE,77,v1|256398971486|556505581159,EBAY_US
2025-09-30T06:04:21.083826-04:00,EDT,rain_products,umbrella,8.99,USD,100.0,2368,"{'postalCode': '113**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,78,v1|193349080187|493541011711,EBAY_US
2025-09-30T06:04:21.083826-04:00,EDT,rain_products,umbrella,8.99,USD,100.0,2368,"{'postalCode': '113**', 'country': 'US'}",Unknown,0.0,True,New with tags,FIXED_PRICE,68,v1|192892185106|0,EBAY_US
